species_label, speciations, duplications, losses, transfers, presence, origination, copies, singletons, transfers_to
Node_FirmG6_FirmG4_0, 0.988, 0.026, 0.313, 0.606, 0.758, 0, 0.988, 0.756, 0.218
Node_FirmG6_FirmG5_0, 1.057, 0.023, 1.173, 0.444, 0.797, 0, 1.057, 0.829, 0.212
Node_Firms11_Firms17_0, 2.164, 0.012, 0.504, 0.071, 1, 0, 2.164, 2.044, 0.112
Node_Firms13_Firms1_0, 0.68, 0.006, 1.233, 0.388, 0.555, 0, 0.68, 0.516, 0.172
Node_Firms1_Firms10_0, 0.467, 0.001, 0.361, 0.166, 0.45, 0, 0.467, 0.348, 0.147
Node_Firms20_Firms12_0, 1.372, 0.002, 1.028, 0.062, 0.855, 0, 1.372, 1.075, 0.323
Node_Firms20_Firms29_0, 1.016, 0.003, 1.01, 0.063, 1, 0, 1.016, 0.397, 0.651
Node_Firms22_Firms27_0, 2.205, 0.005, 0.618, 0.264, 1, 0, 2.205, 1.939, 0.265
Node_Firms23_Firms18_0, 0.244, 0, 1.028, 0.091, 0.239, 0, 0.244, 0.051, 0.225
Node_Firms24_Firms26_0, 1.289, 0.012, 0.336, 0.372, 1, 0, 1.289, 1.021, 0.276
Node_Firms30_Firms31_0, 0.284, 0, 1.033, 0.093, 0.268, 0, 0.284, 0.057, 0.241
Node_Firms32_Firms25_0, 1.163, 0, 0.082, 0.075, 0.978, 0, 1.163, 0.993, 0.191
Node_Firms33_FirmA83_0, 4.412, 0.293, 0.392, 1.201, 1, 0, 4.412, 3.65, 0.226
Node_Firms33_FirmD1_0, 2.381, 0.061, 1.322, 0.782, 1, 0, 2.381, 2.229, 0.045
Node_Firms33_FirmD4_0, 3.597, 0.04, 0.96, 1.182, 1, 0, 3.597, 3.435, 0.105
Node_Firms33_Firms11_0, 2.544, 0.022, 0.081, 0.266, 1, 0, 2.544, 2.457, 0.05
Node_Firms33_Firms13_0, 1.735, 0.052, 0.31, 0.461, 0.999, 0, 1.735, 1.574, 0.077
Node_Firms33_Firms15_0, 1.76, 0.011, 0.375, 0.327, 1, 0, 1.76, 1.695, 0.053
Node_Firms33_Firms16_0, 2.038, 0.418, 0.206, 1.489, 1, 0, 2.038, 1.207, 0.066
Node_Firms33_Firms20_0, 2.075, 0, 0.045, 0.034, 0.995, 0, 2.075, 1.994, 0.091
Node_Firms33_Firms21_0, 2.029, 0.001, 0.042, 0.036, 1, 0, 2.029, 2.004, 0.032
Node_Firms33_Firms22_0, 2.553, 0.457, 0.021, 0.117, 1, 0, 2.553, 1.305, 0.345
Node_Firms33_Firms23_0, 1.047, 0.001, 0.089, 0.085, 0.975, 0, 1.047, 0.991, 0.081
Node_Firms33_Firms28_0, 0.171, 0.002, 1.117, 0.079, 0.157, 0, 0.171, 0.035, 0.151
Node_Firms33_Firms2_0, 0.405, 0.004, 0.097, 0.157, 0.366, 0, 0.405, 0.09, 0.327
Node_Firms33_Firms30_0, 1.076, 0, 1.081, 0.038, 0.978, 0, 1.076, 1.003, 0.082
Node_Firms33_Firms32_0, 1.054, 0.015, 0.174, 0.472, 0.974, 0, 1.054, 0.257, 0.808
Node_Firms33_Firms3_0, 1.772, 0.015, 0.138, 0.267, 1, 0, 1.772, 1.586, 0.16
Node_Firms33_Firms5_0, 2.071, 0.02, 0.148, 0.295, 1, 0, 2.071, 1.807, 0.238
Node_Firms33_Firms6_0, 1.916, 0.023, 0.179, 0.258, 1, 0, 1.916, 1.844, 0.035
Node_Firms33_Firms7_0, 1.961, 0.019, 0.752, 0.234, 1, 0, 1.961, 1.782, 0.15
Node_Firms33_Firms8_0, 2.037, 0.736, 1.157, 0.484, 1, 0, 2.037, 0.666, 0.077
Node_Firms33_Firms9_0, 1.135, 0, 0.066, 0.047, 0.983, 0, 1.135, 1.019, 0.125
Node_Firms8_Firms24_0, 1.337, 0.007, 0.445, 0.238, 0.988, 0, 1.337, 1.13, 0.213
