species_label, speciations, duplications, losses, transfers, presence, origination, copies, singletons, transfers_to
Node_ProtA15_ProtA70_0, 0.344, 0, 0.669, 0.136, 0.31, 0, 0.344, 0.289, 0.061
Node_ProtA16_ProtA33_0, 0.115, 0, 0.905, 0.312, 0.113, 0, 0.115, 0.108, 0.008
Node_ProtA16_ProtA66_0, 0.06, 0, 0.11, 0.061, 0.06, 0, 0.06, 0.014, 0.055
Node_ProtA16_ProtA69_0, 1.093, 0.003, 0.069, 0.079, 0.996, 0, 1.093, 1.06, 0.033
Node_ProtA16_ProtA8_0, 1.012, 0.002, 0.099, 0.303, 0.992, 0, 1.012, 1.001, 0.016
Node_ProtA18_ProtA10_0, 0.369, 0.001, 0.023, 0.077, 0.342, 0, 0.369, 0.047, 0.329
Node_ProtA18_ProtA19_0, 0.429, 0.004, 0.086, 0.087, 0.419, 0, 0.429, 0.376, 0.052
Node_ProtA18_ProtA29_0, 0.062, 0, 0.078, 0.056, 0.06, 0, 0.062, 0.015, 0.048
Node_ProtA18_ProtA53_0, 0.092, 0, 0.343, 0.098, 0.092, 0, 0.092, 0.087, 0.006
Node_ProtA19_ProtA14_0, 0.945, 0.012, 0.015, 0.049, 0.899, 0, 0.945, 0.873, 0.054
Node_ProtA19_ProtA20_0, 0.598, 0.004, 0.017, 0.105, 0.574, 0, 0.598, 0.413, 0.182
Node_ProtA19_ProtA3_0, 1.069, 0.007, 0.017, 0.055, 1, 0, 1.069, 0.931, 0.134
Node_ProtA19_ProtA46_0, 1.014, 0, 0.058, 0.05, 1, 0, 1.014, 0.989, 0.035
Node_ProtA19_ProtA49_0, 1.01, 0.001, 0.018, 0.016, 1, 0, 1.01, 1.003, 0.013
Node_ProtA19_ProtA56_0, 0.593, 0.014, 0.223, 0.318, 0.57, 0, 0.593, 0.373, 0.204
Node_ProtA19_ProtA68_0, 1.004, 0, 0.09, 0.026, 0.977, 0, 1.004, 0.987, 0.025
Node_ProtA19_ProtA74_0, 1.037, 0.029, 0.055, 0.648, 0.993, 0, 1.037, 0.931, 0.059
Node_ProtA19_ProtA75_0, 0.894, 0.004, 0.019, 0.025, 0.868, 0, 0.894, 0.574, 0.316
