species_label, speciations, duplications, losses, transfers, presence, origination, copies, singletons, transfers_to
Node_Nitr14_Meth5_0, 2.575, 0.018, 1.534, 0.597, 0.994, 0, 2.575, 2.346, 0.201
Node_Nitr14_Nitr12_0, 0.202, 0, 1.034, 0.051, 0.197, 0, 0.202, 0.065, 0.161
Node_Nitr14_Nitr13_0, 1.058, 0.006, 0.048, 0.049, 1, 0, 1.058, 1.035, 0.034
Node_Nitr14_Nitr15_0, 1.008, 0.01, 0.492, 0.386, 0.77, 0, 1.008, 0.89, 0.108
Node_Nitr14_Nitr16_0, 1.075, 0.002, 0.05, 0.051, 0.976, 0, 1.075, 1.022, 0.065
Node_Nitr14_Nitr2_0, 1.066, 0.005, 0.099, 0.063, 1, 0, 1.066, 1.044, 0.026
Node_Nitr14_Nitr9_0, 1.134, 0.015, 0.262, 0.267, 0.999, 0, 1.134, 0.746, 0.373
Node_Nitr15_Nitr10_0, 1.046, 0.006, 0.289, 0.398, 1, 0, 1.046, 0.398, 0.661
Node_Nitr15_Nitr1_0, 0.506, 0.008, 0.617, 0.456, 0.426, 0, 0.506, 0.401, 0.107
Node_Nitr15_Nitr8_0, 0.668, 0.005, 0.167, 0.323, 0.547, 0, 0.668, 0.35, 0.324
Node_Nitr16_Nitr11_0, 1.448, 0.147, 0.056, 0.121, 0.984, 0, 1.448, 0.938, 0.254
Node_Nitr16_Nitr17_0, 1.103, 0.017, 0.108, 0.085, 0.975, 0, 1.103, 0.983, 0.119
Node_Nitr17_Nitr5_0, 0.022, 0, 1.111, 0.081, 0.022, 0, 0.022, 0.014, 0.03
Node_Nitr9_Nitr7_0, 1.212, 0.001, 0.093, 0.042, 0.999, 0, 1.212, 1.05, 0.17
Node_Nits1_Nits3_0, 1.031, 0.001, 0.082, 0.071, 1, 0, 1.031, 1.008, 0.051
Node_Nits4_Nits2_0, 1.34, 0.009, 0.083, 0.498, 1, 0, 1.34, 1.266, 0.082
Node_NitsA1_NitsA2_0, 1.581, 0.034, 0.311, 0.327, 1, 0, 1.581, 1.18, 0.386
Node_NitsA1_NitsA3_0, 1.472, 0.024, 0.943, 0.573, 1, 0, 1.472, 0.682, 0.766
Node_NitsA3_Nits1_0, 1.061, 0, 0.299, 0.168, 0.987, 0, 1.061, 1.054, 0.028
Node_NitsA3_Nits4_0, 1.332, 0.037, 0.209, 0.44, 1, 0, 1.332, 1.242, 0.032
Node_Omni4_Omni2_0, 1.385, 0.007, 0.098, 0.186, 0.999, 0, 1.385, 0.244, 1.175
Node_Omni4_Omni3_0, 0.352, 0.001, 1.004, 0.347, 0.304, 0, 0.352, 0.231, 0.126
Node_Omni4_Omni7_0, 0.301, 0.002, 0.229, 0.18, 0.273, 0, 0.301, 0.134, 0.176
Node_Omni4_Omni8_0, 1.229, 0.007, 0.8, 0.523, 0.949, 0, 1.229, 1.147, 0.082
Node_Omni8_Omni6_0, 1.051, 0.008, 0.28, 0.308, 1, 0, 1.051, 0.962, 0.094
Node_P4572X1_Ferm1_0, 0.343, 0.008, 0.408, 0.159, 0.299, 0, 0.343, 0.256, 0.081
Node_P4572X1_Gemm5_0, 0.15, 0.004, 0.224, 0.126, 0.143, 0, 0.15, 0.124, 0.027
Node_Pate13_Pate34_0, 0.302, 0.001, 0.034, 0.087, 0.296, 0, 0.302, 0.089, 0.233
Node_Pate13_Pate6_0, 0.102, 0.002, 0.025, 0.036, 0.101, 0, 0.102, 0.027, 0.082
Node_Pate14_Pate35_0, 0.018, 0, 0.029, 0.031, 0.018, 0, 0.018, 0.002, 0.026
Node_Pate14_Pate5_0, 0.021, 0, 0.036, 0.029, 0.021, 0, 0.021, 0.011, 0.029
Node_Pate15_Pate29_0, 0.027, 0, 0.04, 0.042, 0.027, 0, 0.027, 0.004, 0.051
Node_Pate17_Pate18_0, 0.014, 0, 0.021, 0.017, 0.014, 0, 0.014, 0.005, 0.017
Node_Pate17_Pate19_0, 0.018, 0, 0.02, 0.019, 0.018, 0, 0.018, 0.007, 0.024
Node_Pate17_Pate8_0, 0.014, 0, 0.024, 0.034, 0.014, 0, 0.014, 0.004, 0.024
Node_Pate18_Pate38_0, 0.019, 0, 0.039, 0.041, 0.019, 0, 0.019, 0.005, 0.038
Node_Pate18_Pate9_0, 0.02, 0, 0.023, 0.024, 0.019, 0, 0.02, 0.003, 0.029
Node_Pate19_Pate37_0, 0.008, 0, 0.021, 0.023, 0.008, 0, 0.008, 0.001, 0.018
Node_Pate19_Pate4_0, 0.011, 0, 0.026, 0.031, 0.011, 0, 0.011, 0.001, 0.019
Node_Pate1_Pate50_0, 0.005, 0, 0.023, 0.024, 0.005, 0, 0.005, 0.002, 0.018
Node_Pate21_Pate15_0, 0.016, 0.001, 0.018, 0.026, 0.016, 0, 0.016, 0.008, 0.017
Node_Pate21_Pate26_0, 0.016, 0, 0.024, 0.027, 0.016, 0, 0.016, 0.005, 0.019
