species_label, speciations, duplications, losses, transfers, presence, origination, copies, singletons, transfers_to
Node_Pate48_Pate49_0, 0.002, 0, 0.007, 0.003, 0.002, 0, 0.002, 0.002, 0
Node_Pate48_Pate51_0, 0, 0, 0.002, 0, 0, 0, 0, 0, 0
Node_Pate48_Pate56_0, 0.032, 0, 0.004, 0.031, 0.032, 0, 0.032, 0.017, 0.016
Node_Pate49_Pate41_0, 0.001, 0, 0.003, 0.004, 0.001, 0, 0.001, 0.001, 0.002
Node_Pate51_Pate27_0, 0.005, 0, 0.006, 0.005, 0.005, 0, 0.005, 0.002, 0.008
Node_Pate51_Pate33_0, 0.001, 0, 0, 0.001, 0.001, 0, 0.001, 0, 0.001
Node_Pate51_Pate53_0, 0.003, 0, 0.005, 0.008, 0.003, 0, 0.003, 0, 0.007
Node_Pate54_Pate31_0, 0, 0, 0.008, 0.006, 0, 0, 0, 0, 0.004
Node_Pate9_Pate36_0, 0.003, 0, 0.008, 0.006, 0.003, 0, 0.003, 0.001, 0.006
Node_Plan17_Plan23_0, 0.002, 0, 0.007, 0.012, 0.002, 0, 0.002, 0, 0.007
Node_Plan22_Plan2_0, 0.317, 0.005, 0.007, 0.095, 0.316, 0, 0.317, 0.085, 0.23
Node_Plan22_Plan4_0, 0.089, 0.002, 0.217, 0.028, 0.088, 0, 0.089, 0.019, 0.073
Node_Plan26_Plan21_0, 0, 0, 0.051, 0.007, 0, 0, 0, 0, 0.004
Node_Plan26_Plan5_0, 0.004, 0, 0.002, 0.003, 0.004, 0, 0.004, 0, 0.006
Node_Plan30_Plan14_0, 1.183, 0, 0.014, 0.023, 0.998, 0, 1.183, 1.066, 0.124
Node_Plan31_Plan17_0, 0.002, 0, 0.005, 0.006, 0.002, 0, 0.002, 0, 0.006
Node_Plan31_Plan18_0, 0.001, 0, 0.008, 0.003, 0.001, 0, 0.001, 0, 0.002
Node_Plan31_Plan27_0, 0.001, 0, 0.004, 0.004, 0.001, 0, 0.001, 0, 0.003
Node_Plan31_Plan39_0, 0.002, 0, 0.004, 0.006, 0.002, 0, 0.002, 0, 0.005
Node_Plan32_Plan12_0, 1.008, 0, 0.019, 0.013, 0.999, 0, 1.008, 1.005, 0.007
